Case Type,Date,Province State,Cases,Last Update,Lat,Long,People Hospitalized,People Tested
Death,7/17/2020,Alabama,35,44030.19095,32.3182,-86.9023,0,12006
Recovered,7/17/2020,Alabama,0,44030.19095,32.3182,-86.9023,0,12006
Active,7/18/2020,Alabama,2122,44031.19111,32.3182,-86.9023,198,11380
Confirmed,7/18/2020,Alabama,2029,44031.19111,32.3182,-86.9023,198,11380
Death,7/18/2020,Alabama,21,44031.19111,32.3182,-86.9023,198,11380
Recovered,7/18/2020,Alabama,0,44031.19111,32.3182,-86.9023,198,11380
Active,7/19/2020,Alabama,1776,44032.23262,32.3182,-86.9023,0,11038
Confirmed,7/19/2020,Alabama,1552,44032.23262,32.3182,-86.9023,0,11038
Death,7/19/2020,Alabama,1,44032.23262,32.3182,-86.9023,0,11038
Recovered,7/19/2020,Alabama,0,44032.23262,32.3182,-86.9023,0,11038
Active,7/20/2020,Alabama,1876,44033.19374,32.3182,-86.9023,586,8255
Confirmed,7/20/2020,Alabama,1503,44033.19374,32.3182,-86.9023,586,8255
Death,7/20/2020,Alabama,4,44033.19374,32.3182,-86.9023,586,8255
Recovered,7/20/2020,Alabama,0,44033.19374,32.3182,-86.9023,586,8255
Active,7/21/2020,Alabama,1455,44034.1909,32.3182,-86.9023,170,6593
Confirmed,7/21/2020,Alabama,1364,44034.1909,32.3182,-86.9023,170,6593
Death,7/21/2020,Alabama,12,44034.1909,32.3182,-86.9023,170,6593
Recovered,7/21/2020,Alabama,0,44034.1909,32.3182,-86.9023,170,6593
Active,7/22/2020,Alabama,1394,44035.21896,32.3182,-86.9023,0,9107
Confirmed,7/22/2020,Alabama,1994,44035.21896,32.3182,-86.9023,0,9107
Death,7/22/2020,Alabama,61,44035.21896,32.3182,-86.9023,0,9107
Recovered,7/22/2020,Alabama,0,44035.21896,32.3182,-86.9023,0,9107
Active,7/23/2020,Alabama,-408,44036.22979,32.3182,-86.9023,457,10039
Confirmed,7/23/2020,Alabama,2091,44036.22979,32.3182,-86.9023,457,10039
Death,7/23/2020,Alabama,33,44036.22979,32.3182,-86.9023,457,10039
Recovered,7/23/2020,Alabama,2774,44036.22979,32.3182,-86.9023,457,10039
Active,7/24/2020,Alabama,1752,44037.19991,32.3182,-86.9023,162,9457
Confirmed,7/24/2020,Alabama,2110,44037.19991,32.3182,-86.9023,162,9457
Death,7/24/2020,Alabama,41,44037.19991,32.3182,-86.9023,162,9457
Recovered,7/24/2020,Alabama,0,44037.19991,32.3182,-86.9023,162,9457
Active,7/25/2020,Alabama,2107,44038.19112,32.3182,-86.9023,0,12627
Confirmed,7/25/2020,Alabama,1393,44038.19112,32.3182,-86.9023,0,12627
Death,7/25/2020,Alabama,18,44038.19112,32.3182,-86.9023,0,12627
Recovered,7/25/2020,Alabama,0,44038.19112,32.3182,-86.9023,0,12627
Active,7/26/2020,Alabama,1147,44039.19115,32.3182,-86.9023,0,8075
Confirmed,7/26/2020,Alabama,1760,44039.19115,32.3182,-86.9023,0,8075
Death,7/26/2020,Alabama,17,44039.19115,32.3182,-86.9023,0,8075
Recovered,7/26/2020,Alabama,0,44039.19115,32.3182,-86.9023,0,8075
Active,7/27/2020,Alabama,1803,44040.20766,32.3182,-86.9023,537,8273
Confirmed,7/27/2020,Alabama,1308,44040.20766,32.3182,-86.9023,537,8273
Death,7/27/2020,Alabama,18,44040.20766,32.3182,-86.9023,537,8273
Recovered,7/27/2020,Alabama,0,44040.20766,32.3182,-86.9023,537,8273
Active,7/28/2020,Alabama,1251,44041.19125,32.3182,-86.9023,199,7440
Confirmed,7/28/2020,Alabama,1442,44041.19125,32.3182,-86.9023,199,7440
Death,7/28/2020,Alabama,0,44041.19125,32.3182,-86.9023,199,7440
Recovered,7/28/2020,Alabama,0,44041.19125,32.3182,-86.9023,199,7440
Active,7/29/2020,Alabama,1369,44042.19117,32.3182,-86.9023,0,2876
Confirmed,7/29/2020,Alabama,1954,44042.19117,32.3182,-86.9023,0,2876
Death,7/29/2020,Alabama,47,44042.19117,32.3182,-86.9023,0,2876
Recovered,7/29/2020,Alabama,0,44042.19117,32.3182,-86.9023,0,2876
Active,7/30/2020,Alabama,-938,44043.19133,32.3182,-86.9023,177,11833
Confirmed,7/30/2020,Alabama,2012,44043.19133,32.3182,-86.9023,177,11833
Death,7/30/2020,Alabama,27,44043.19133,32.3182,-86.9023,177,11833
Recovered,7/30/2020,Alabama,2891,44043.19133,32.3182,-86.9023,177,11833
Active,7/31/2020,Alabama,1946,44044.1922,32.3182,-86.9023,451,9359
Confirmed,7/31/2020,Alabama,1602,44044.1922,32.3182,-86.9023,451,9359
Death,7/31/2020,Alabama,15,44044.1922,32.3182,-86.9023,451,9359
Recovered,7/31/2020,Alabama,0,44044.1922,32.3182,-86.9023,451,9359
Active,8/1/2020,Alabama,1603,44045.19103,32.3182,-86.9023,0,7904
Confirmed,8/1/2020,Alabama,2033,44045.19103,32.3182,-86.9023,0,7904
Death,8/1/2020,Alabama,23,44045.19103,32.3182,-86.9023,0,7904
Recovered,8/1/2020,Alabama,0,44045.19103,32.3182,-86.9023,0,7904
Active,8/2/2020,Alabama,2071,44046.19082,32.3182,-86.9023,0,8699
Confirmed,8/2/2020,Alabama,1159,44046.19082,32.3182,-86.9023,0,8699
Death,8/2/2020,Alabama,24,44046.19082,32.3182,-86.9023,0,8699
Recovered,8/2/2020,Alabama,0,44046.19082,32.3182,-86.9023,0,8699
Active,8/3/2020,Alabama,1211,44047.19597,32.3182,-86.9023,344,7981
Confirmed,8/3/2020,Alabama,1044,44047.19597,32.3182,-86.9023,344,7981
Death,8/3/2020,Alabama,6,44047.19597,32.3182,-86.9023,344,7981
Recovered,8/3/2020,Alabama,0,44047.19597,32.3182,-86.9023,344,7981
Active,8/4/2020,Alabama,1008,44048.19093,32.3182,-86.9023,235,8250
Confirmed,8/4/2020,Alabama,955,44048.19093,32.3182,-86.9023,235,8250
Death,8/4/2020,Alabama,33,44048.19093,32.3182,-86.9023,235,8250
Recovered,8/4/2020,Alabama,0,44048.19093,32.3182,-86.9023,235,8250
Active,8/5/2020,Alabama,-1599,44049.19113,32.3182,-86.9023,0,5159
Confirmed,8/5/2020,Alabama,1866,44049.19113,32.3182,-86.9023,0,5159
Death,8/5/2020,Alabama,29,44049.19113,32.3182,-86.9023,0,5159
Recovered,8/5/2020,Alabama,2522,44049.19113,32.3182,-86.9023,0,5159
Active,8/6/2020,Alabama,1919,44050.19131,32.3182,-86.9023,213,12324
Confirmed,8/6/2020,Alabama,1721,44050.19131,32.3182,-86.9023,213,12324
Death,8/6/2020,Alabama,19,44050.19131,32.3182,-86.9023,213,12324
Recovered,8/6/2020,Alabama,0,44050.19131,32.3182,-86.9023,213,12324
Active,8/7/2020,Alabama,1688,44051.1911,32.3182,-86.9023,224,9632
Confirmed,8/7/2020,Alabama,1851,44051.1911,32.3182,-86.9023,224,9632
Death,8/7/2020,Alabama,21,44051.1911,32.3182,-86.9023,224,9632
Recovered,8/7/2020,Alabama,0,44051.1911,32.3182,-86.9023,224,9632
Active,8/8/2020,Alabama,1852,44052.19105,32.3182,-86.9023,0,86
Confirmed,8/8/2020,Alabama,959,44052.19105,32.3182,-86.9023,0,86
Death,8/8/2020,Alabama,20,44052.19105,32.3182,-86.9023,0,86
Recovered,8/8/2020,Alabama,0,44052.19105,32.3182,-86.9023,0,86
Active,8/9/2020,Alabama,1148,44053.19106,32.3182,-86.9023,0,12949
Confirmed,8/9/2020,Alabama,1612,44053.19106,32.3182,-86.9023,0,12949
Death,8/9/2020,Alabama,13,44053.19106,32.3182,-86.9023,0,12949
Recovered,8/9/2020,Alabama,0,44053.19106,32.3182,-86.9023,0,12949
Active,8/10/2020,Alabama,1657,44054.19128,32.3182,-86.9023,533,18116
Confirmed,8/10/2020,Alabama,925,44054.19128,32.3182,-86.9023,533,18116
Death,8/10/2020,Alabama,29,44054.19128,32.3182,-86.9023,533,18116
Recovered,8/10/2020,Alabama,0,44054.19128,32.3182,-86.9023,533,18116
Active,8/11/2020,Alabama,781,44055.18778,32.3182,-86.9023,0,3122
Confirmed,8/11/2020,Alabama,1094,44055.18778,32.3182,-86.9023,0,3122
Death,8/11/2020,Alabama,50,44055.18778,32.3182,-86.9023,0,3122
Recovered,8/11/2020,Alabama,0,44055.18778,32.3182,-86.9023,0,3122
Active,8/12/2020,Alabama,-2700,44056.18778,32.3182,-86.9023,222,12082
Confirmed,8/12/2020,Alabama,734,44056.18778,32.3182,-86.9023,222,12082
Death,8/12/2020,Alabama,35,44056.18778,32.3182,-86.9023,222,12082
Recovered,8/12/2020,Alabama,3600,44056.18778,32.3182,-86.9023,222,12082
Active,8/13/2020,Alabama,763,44057.18778,32.3182,-86.9023,164,6791
Confirmed,8/13/2020,Alabama,757,44057.18778,32.3182,-86.9023,164,6791
Death,8/13/2020,Alabama,8,44057.18778,32.3182,-86.9023,164,6791
Recovered,8/13/2020,Alabama,0,44057.18778,32.3182,-86.9023,164,6791
Active,8/14/2020,Alabama,749,44058.18777,32.3182,-86.9023,0,22422
Confirmed,8/14/2020,Alabama,1120,44058.18777,32.3182,-86.9023,0,22422
Death,8/14/2020,Alabama,3,44058.18777,32.3182,-86.9023,0,22422
Recovered,8/14/2020,Alabama,0,44058.18777,32.3182,-86.9023,0,22422
Active,8/15/2020,Alabama,1268,44059.18771,32.3182,-86.9023,151,12033
Confirmed,8/15/2020,Alabama,830,44059.18771,32.3182,-86.9023,151,12033
Death,8/15/2020,Alabama,3,44059.18771,32.3182,-86.9023,151,12033
Recovered,8/15/2020,Alabama,0,44059.18771,32.3182,-86.9023,151,12033
Active,8/16/2020,Alabama,851,44060.18777,32.3182,-86.9023,0,9407
Confirmed,8/16/2020,Alabama,741,44060.18777,32.3182,-86.9023,0,9407
Death,8/16/2020,Alabama,2,44060.18777,32.3182,-86.9023,0,9407
Recovered,8/16/2020,Alabama,0,44060.18777,32.3182,-86.9023,0,9407
Active,8/17/2020,Alabama,544,44061.18777,32.3182,-86.9023,351,6499
Confirmed,8/17/2020,Alabama,1425,44061.18777,32.3182,-86.9023,351,6499
Death,8/17/2020,Alabama,27,44061.18777,32.3182,-86.9023,351,6499
Recovered,8/17/2020,Alabama,0,44061.18777,32.3182,-86.9023,351,6499
Active,8/18/2020,Alabama,1346,44062.1875,32.3182,-86.9023,0,15336
Confirmed,8/18/2020,Alabama,1323,44062.1875,32.3182,-86.9023,0,15336
Death,8/18/2020,Alabama,11,44062.1875,32.3182,-86.9023,0,15336
Recovered,8/18/2020,Alabama,0,44062.1875,32.3182,-86.9023,0,15336
Active,8/19/2020,Alabama,1109,44063.18775,32.3182,-86.9023,122,17087
Confirmed,8/19/2020,Alabama,1281,44063.18775,32.3182,-86.9023,122,17087
Death,8/19/2020,Alabama,8,44063.18775,32.3182,-86.9023,122,17087
Recovered,8/19/2020,Alabama,0,44063.18775,32.3182,-86.9023,122,17087
Active,8/20/2020,Alabama,-2220,44064.18785,32.3182,-86.9023,250,11433
Confirmed,8/20/2020,Alabama,1041,44064.18785,32.3182,-86.9023,250,11433
Death,8/20/2020,Alabama,30,44064.18785,32.3182,-86.9023,250,11433
Recovered,8/20/2020,Alabama,3161,44064.18785,32.3182,-86.9023,250,11433
Active,8/21/2020,Alabama,1161,44065.18784,32.3182,-86.9023,0,321
Confirmed,8/21/2020,Alabama,1475,44065.18784,32.3182,-86.9023,0,321
Death,8/21/2020,Alabama,22,44065.18784,32.3182,-86.9023,0,321
Recovered,8/21/2020,Alabama,0,44065.18784,32.3182,-86.9023,0,321
Active,8/22/2020,Alabama,885,44066.18782,32.3182,-86.9023,172,19182
Confirmed,8/22/2020,Alabama,597,44066.18782,32.3182,-86.9023,172,19182
Death,8/22/2020,Alabama,15,44066.18782,32.3182,-86.9023,172,19182
Recovered,8/22/2020,Alabama,0,44066.18782,32.3182,-86.9023,172,19182
Active,8/23/2020,Alabama,526,44067.18777,32.3182,-86.9023,0,5387
Confirmed,8/23/2020,Alabama,676,44067.18777,32.3182,-86.9023,0,5387
Death,8/23/2020,Alabama,2,44067.18777,32.3182,-86.9023,0,5387
Recovered,8/23/2020,Alabama,0,44067.18777,32.3182,-86.9023,0,5387
Active,8/24/2020,Alabama,1639,44068.18784,32.3182,-86.9023,291,1650
Confirmed,8/24/2020,Alabama,560,44068.18784,32.3182,-86.9023,291,1650
Death,8/24/2020,Alabama,11,44068.18784,32.3182,-86.9023,291,1650
Recovered,8/24/2020,Alabama,0,44068.18784,32.3182,-86.9023,291,1650
Active,8/25/2020,Alabama,519,44069.18775,32.3182,-86.9023,0,3958
Confirmed,8/25/2020,Alabama,2145,44069.18775,32.3182,-86.9023,0,3958
Death,8/25/2020,Alabama,13,44069.18775,32.3182,-86.9023,0,3958
Recovered,8/25/2020,Alabama,0,44069.18775,32.3182,-86.9023,0,3958
Active,8/26/2020,Alabama,-1340,44070.18775,32.3182,-86.9023,212,16408
Confirmed,8/26/2020,Alabama,1714,44070.18775,32.3182,-86.9023,212,16408
Death,8/26/2020,Alabama,8,44070.18775,32.3182,-86.9023,212,16408
Recovered,8/26/2020,Alabama,3344,44070.18775,32.3182,-86.9023,212,16408
Active,8/27/2020,Alabama,1738,44071.18775,32.3182,-86.9023,0,13124
Confirmed,8/27/2020,Alabama,1137,44071.18775,32.3182,-86.9023,0,13124
Death,8/27/2020,Alabama,31,44071.18775,32.3182,-86.9023,0,13124
Recovered,8/27/2020,Alabama,0,44071.18775,32.3182,-86.9023,0,13124
Active,8/28/2020,Alabama,1131,44072.18775,32.3182,-86.9023,-14005,8054
Confirmed,8/28/2020,Alabama,1838,44072.18775,32.3182,-86.9023,-14005,8054
Death,8/28/2020,Alabama,31,44072.18775,32.3182,-86.9023,-14005,8054
Recovered,8/28/2020,Alabama,0,44072.18775,32.3182,-86.9023,-14005,8054
Active,8/29/2020,Alabama,1659,44073.18778,32.3182,-86.9023,0,10955
Confirmed,8/29/2020,Alabama,1276,44073.18778,32.3182,-86.9023,0,10955
Death,8/29/2020,Alabama,45,44073.18778,32.3182,-86.9023,0,10955
Recovered,8/29/2020,Alabama,0,44073.18778,32.3182,-86.9023,0,10955
Active,8/30/2020,Alabama,1336,44074.18778,32.3182,-86.9023,0,5244
Confirmed,8/30/2020,Alabama,789,44074.18778,32.3182,-86.9023,0,5244
Death,8/30/2020,Alabama,10,44074.18778,32.3182,-86.9023,0,5244
Recovered,8/30/2020,Alabama,0,44074.18778,32.3182,-86.9023,0,5244
Active,8/31/2020,Alabama,803,44075.18775,32.3182,-86.9023,0,4225
Confirmed,8/31/2020,Alabama,1556,44075.18775,32.3182,-86.9023,0,4225
Death,8/31/2020,Alabama,20,44075.18775,32.3182,-86.9023,0,4225
Recovered,8/31/2020,Alabama,0,44075.18775,32.3182,-86.9023,0,4225
Active,9/1/2020,Alabama,1540,44076.18777,32.3182,-86.9023,0,-26367
Confirmed,9/1/2020,Alabama,734,44076.18777,32.3182,-86.9023,0,-26367
Death,9/1/2020,Alabama,18,44076.18777,32.3182,-86.9023,0,-26367
Recovered,9/1/2020,Alabama,0,44076.18777,32.3182,-86.9023,0,-26367
Active,9/2/2020,Alabama,-2520,44077.18786,32.3182,-86.9023,0,5313
Confirmed,9/2/2020,Alabama,1006,44077.18786,32.3182,-86.9023,0,5313
Death,9/2/2020,Alabama,17,44077.18786,32.3182,-86.9023,0,5313
Recovered,9/2/2020,Alabama,3126,44077.18786,32.3182,-86.9023,0,5313
Active,9/3/2020,Alabama,1030,44078.18786,32.3182,-86.9023,0,1741
Confirmed,9/3/2020,Alabama,985,44078.18786,32.3182,-86.9023,0,1741
Death,9/3/2020,Alabama,16,44078.18786,32.3182,-86.9023,0,1741
Recovered,9/3/2020,Alabama,0,44078.18786,32.3182,-86.9023,0,1741
Active,9/4/2020,Alabama,1075,44079.18784,32.3182,-86.9023,0,4439
Confirmed,9/4/2020,Alabama,1148,44079.18784,32.3182,-86.9023,0,4439
Death,9/4/2020,Alabama,33,44079.18784,32.3182,-86.9023,0,4439
Recovered,9/4/2020,Alabama,0,44079.18784,32.3182,-86.9023,0,4439
Active,9/5/2020,Alabama,1401,44080.18785,32.3182,-86.9023,0,7560
Confirmed,9/5/2020,Alabama,541,44080.18785,32.3182,-86.9023,0,7560
Death,9/5/2020,Alabama,9,44080.18785,32.3182,-86.9023,0,7560
Recovered,9/5/2020,Alabama,0,44080.18785,32.3182,-86.9023,0,7560
Active,9/6/2020,Alabama,510,44081.18788,32.3182,-86.9023,0,6335
Confirmed,9/6/2020,Alabama,776,44081.18788,32.3182,-86.9023,0,6335
Death,9/6/2020,Alabama,1,44081.18788,32.3182,-86.9023,0,6335
Recovered,9/6/2020,Alabama,0,44081.18788,32.3182,-86.9023,0,6335
Active,9/7/2020,Alabama,659,44082.18779,32.3182,-86.9023,0,3687
Confirmed,9/7/2020,Alabama,531,44082.18779,32.3182,-86.9023,0,3687
Death,9/7/2020,Alabama,0,44082.18779,32.3182,-86.9023,0,3687
Recovered,9/7/2020,Alabama,0,44082.18779,32.3182,-86.9023,0,3687
Active,9/8/2020,Alabama,632,44083.18787,32.3182,-86.9023,0,4400
Confirmed,9/8/2020,Alabama,784,44083.18787,32.3182,-86.9023,0,4400
Death,9/8/2020,Alabama,1,44083.18787,32.3182,-86.9023,0,4400
Recovered,9/8/2020,Alabama,0,44083.18787,32.3182,-86.9023,0,4400
Active,9/9/2020,Alabama,-2266,44084.18778,32.3182,-86.9023,0,6004
Confirmed,9/9/2020,Alabama,1056,44084.18778,32.3182,-86.9023,0,6004
Death,9/9/2020,Alabama,8,44084.18778,32.3182,-86.9023,0,6004
Recovered,9/9/2020,Alabama,3069,44084.18778,32.3182,-86.9023,0,6004
Active,9/10/2020,Alabama,1132,44085.18777,32.3182,-86.9023,0,7339
Confirmed,9/10/2020,Alabama,1077,44085.18777,32.3182,-86.9023,0,7339
Death,9/10/2020,Alabama,16,44085.18777,32.3182,-86.9023,0,7339
Recovered,9/10/2020,Alabama,0,44085.18777,32.3182,-86.9023,0,7339
Active,9/11/2020,Alabama,1106,44086.18778,32.3182,-86.9023,0,5184
Confirmed,9/11/2020,Alabama,969,44086.18778,32.3182,-86.9023,0,5184
Death,9/11/2020,Alabama,32,44086.18778,32.3182,-86.9023,0,5184
Recovered,9/11/2020,Alabama,0,44086.18778,32.3182,-86.9023,0,5184
Active,9/12/2020,Alabama,926,44087.18889,32.3182,-86.9023,0,5447
Confirmed,9/12/2020,Alabama,1059,44087.18889,32.3182,-86.9023,0,5447
Death,9/12/2020,Alabama,17,44087.18889,32.3182,-86.9023,0,5447
Recovered,9/12/2020,Alabama,0,44087.18889,32.3182,-86.9023,0,5447
Active,9/13/2020,Alabama,1108,44088.18793,32.3182,-86.9023,0,6818
Confirmed,9/13/2020,Alabama,695,44088.18793,32.3182,-86.9023,0,6818
Death,9/13/2020,Alabama,1,44088.18793,32.3182,-86.9023,0,6818
Recovered,9/13/2020,Alabama,0,44088.18793,32.3182,-86.9023,0,6818
Active,9/14/2020,Alabama,700,44089.14618,32.3182,-86.9023,0,4364
Confirmed,9/14/2020,Alabama,758,44089.14618,32.3182,-86.9023,0,4364
Death,9/14/2020,Alabama,4,44089.14618,32.3182,-86.9023,0,4364
Recovered,9/14/2020,Alabama,0,44089.14618,32.3182,-86.9023,0,4364
Active,9/15/2020,Alabama,1591,44090.18787,32.3182,-86.9023,0,5419
Confirmed,9/15/2020,Alabama,1041,44090.18787,32.3182,-86.9023,0,5419
Death,9/15/2020,Alabama,32,44090.18787,32.3182,-86.9023,0,5419
Recovered,9/15/2020,Alabama,0,44090.18787,32.3182,-86.9023,0,5419
Active,9/16/2020,Alabama,-7009,44091.18787,32.3182,-86.9023,0,7801
Confirmed,9/16/2020,Alabama,763,44091.18787,32.3182,-86.9023,0,7801
Death,9/16/2020,Alabama,5,44091.18787,32.3182,-86.9023,0,7801
Recovered,9/16/2020,Alabama,7009,44091.18787,32.3182,-86.9023,0,7801
Active,9/17/2020,Alabama,661,44092.21564,32.3182,-86.9023,0,4142
Confirmed,9/17/2020,Alabama,1031,44092.21564,32.3182,-86.9023,0,4142
Death,9/17/2020,Alabama,9,44092.21564,32.3182,-86.9023,0,4142
Recovered,9/17/2020,Alabama,0,44092.21564,32.3182,-86.9023,0,4142
Active,9/18/2020,Alabama,1079,44093.1878,32.3182,-86.9023,0,-5903
Confirmed,9/18/2020,Alabama,1314,44093.1878,32.3182,-86.9023,0,-5903
Death,9/18/2020,Alabama,27,44093.1878,32.3182,-86.9023,0,-5903
Recovered,9/18/2020,Alabama,0,44093.1878,32.3182,-86.9023,0,-5903
Active,9/19/2020,Alabama,1292,44094.18786,32.3182,-86.9023,0,9412
Confirmed,9/19/2020,Alabama,810,44094.18786,32.3182,-86.9023,0,9412
Death,9/19/2020,Alabama,9,44094.18786,32.3182,-86.9023,0,9412
Recovered,9/19/2020,Alabama,0,44094.18786,32.3182,-86.9023,0,9412
Active,9/20/2020,Alabama,798,44095.18788,32.3182,-86.9023,0,5595
Confirmed,9/20/2020,Alabama,747,44095.18788,32.3182,-86.9023,0,5595
Death,9/20/2020,Alabama,0,44095.18788,32.3182,-86.9023,0,5595
Recovered,9/20/2020,Alabama,0,44095.18788,32.3182,-86.9023,0,5595
Active,9/21/2020,Alabama,816,44096.18788,32.3182,-86.9023,0,5500
Confirmed,9/21/2020,Alabama,877,44096.18788,32.3182,-86.9023,0,5500
Death,9/21/2020,Alabama,2,44096.18788,32.3182,-86.9023,0,5500
Recovered,9/21/2020,Alabama,0,44096.18788,32.3182,-86.9023,0,5500
Active,9/22/2020,Alabama,786,44097.18779,32.3182,-86.9023,0,6036
Confirmed,9/22/2020,Alabama,657,44097.18779,32.3182,-86.9023,0,6036
Death,9/22/2020,Alabama,18,44097.18779,32.3182,-86.9023,0,6036
Recovered,9/22/2020,Alabama,0,44097.18779,32.3182,-86.9023,0,6036
Active,9/23/2020,Alabama,-2813,44098.18779,32.3182,-86.9023,0,5350
Confirmed,9/23/2020,Alabama,1038,44098.18779,32.3182,-86.9023,0,5350
Death,9/23/2020,Alabama,31,44098.18779,32.3182,-86.9023,0,5350
Recovered,9/23/2020,Alabama,3351,44098.18779,32.3182,-86.9023,0,5350
Active,9/24/2020,Alabama,1035,44099.18781,32.3182,-86.9023,0,7277
Confirmed,9/24/2020,Alabama,2366,44099.18781,32.3182,-86.9023,0,7277
Death,9/24/2020,Alabama,18,44099.18781,32.3182,-86.9023,0,7277
Recovered,9/24/2020,Alabama,0,44099.18781,32.3182,-86.9023,0,7277
Active,9/25/2020,Alabama,2467,44100.18778,32.3182,-86.9023,0,19415
Confirmed,9/25/2020,Alabama,976,44100.18778,32.3182,-86.9023,0,19415
Death,9/25/2020,Alabama,-15,44100.18778,32.3182,-86.9023,0,19415
Recovered,9/25/2020,Alabama,0,44100.18778,32.3182,-86.9023,0,19415
Active,9/26/2020,Alabama,923,44101.18789,32.3182,-86.9023,0,7337
Confirmed,9/26/2020,Alabama,726,44101.18789,32.3182,-86.9023,0,7337
Death,9/26/2020,Alabama,10,44101.18789,32.3182,-86.9023,0,7337
Recovered,9/26/2020,Alabama,0,44101.18789,32.3182,-86.9023,0,7337
Active,9/27/2020,Alabama,730,44102.18792,32.3182,-86.9023,0,6307
Confirmed,9/27/2020,Alabama,639,44102.18792,32.3182,-86.9023,0,6307
Death,9/27/2020,Alabama,0,44102.18792,32.3182,-86.9023,0,6307
Recovered,9/27/2020,Alabama,0,44102.18792,32.3182,-86.9023,0,6307
Active,9/28/2020,Alabama,662,44103.18779,32.3182,-86.9023,0,5107
Confirmed,9/28/2020,Alabama,746,44103.18779,32.3182,-86.9023,0,5107
Death,9/28/2020,Alabama,0,44103.18779,32.3182,-86.9023,0,5107
Recovered,9/28/2020,Alabama,0,44103.18779,32.3182,-86.9023,0,5107
Active,9/29/2020,Alabama,555,44104.18779,32.3182,-86.9023,0,3366
Confirmed,9/29/2020,Alabama,1234,44104.18779,32.3182,-86.9023,0,3366
Death,9/29/2020,Alabama,16,44104.18779,32.3182,-86.9023,0,3366
Recovered,9/29/2020,Alabama,0,44104.18779,32.3182,-86.9023,0,3366
Active,9/30/2020,Alabama,-2241,44105.18782,32.3182,-86.9023,0,12327
Confirmed,9/30/2020,Alabama,1188,44105.18782,32.3182,-86.9023,0,12327
Death,9/30/2020,Alabama,23,44105.18782,32.3182,-86.9023,0,12327
Recovered,9/30/2020,Alabama,3365,44105.18782,32.3182,-86.9023,0,12327
Active,10/1/2020,Alabama,1035,44106.18792,32.3182,-86.9023,0,6693
Confirmed,10/1/2020,Alabama,955,44106.18792,32.3182,-86.9023,0,6693
Death,10/1/2020,Alabama,8,44106.18792,32.3182,-86.9023,0,6693
Recovered,10/1/2020,Alabama,0,44106.18792,32.3182,-86.9023,0,6693
Active,10/2/2020,Alabama,952,44107.18792,32.3182,-86.9023,0,6869
Confirmed,10/2/2020,Alabama,1675,44107.18792,32.3182,-86.9023,0,6869
Death,10/2/2020,Alabama,2,44107.18792,32.3182,-86.9023,0,6869
Recovered,10/2/2020,Alabama,0,44107.18792,32.3182,-86.9023,0,6869
Active,10/3/2020,Alabama,1674,44108.18778,32.3182,-86.9023,0,10444
Confirmed,10/3/2020,Alabama,779,44108.18778,32.3182,-86.9023,0,10444
Death,10/3/2020,Alabama,8,44108.18778,32.3182,-86.9023,0,10444
Recovered,10/3/2020,Alabama,0,44108.18778,32.3182,-86.9023,0,10444
Active,10/4/2020,Alabama,789,44109.18791,32.3182,-86.9023,0,6473
Confirmed,10/4/2020,Alabama,536,44109.18791,32.3182,-86.9023,0,6473
Death,10/4/2020,Alabama,0,44109.18791,32.3182,-86.9023,0,6473
Recovered,10/4/2020,Alabama,0,44109.18791,32.3182,-86.9023,0,6473
Active,10/5/2020,Alabama,543,44110.18781,32.3182,-86.9023,0,4995
Confirmed,10/5/2020,Alabama,759,44110.18781,32.3182,-86.9023,0,4995
Death,10/5/2020,Alabama,1,44110.18781,32.3182,-86.9023,0,4995
